~~NOTOC~~
======Moves======
<WRAP leftalign>
<button type="success" size="lg">[[dex:pokedex|Return to the main Pokédex Navigation page]]</button>
</WRAP>
\\

Use the Search option in this section to browse within the table. You can also sort the table alphabetically by clicking on a column's title.

Click on a link to access the section of the corresponding move.

<datatables buttons='[]'>
<WRAP tablewidth 100%>
^ All Moves ^^
^ Name ^ Type ^ Category ^ Power ^ Acc ^ PP ^
| **[[movedex:1|Absorb]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 20 | 100 | 25 |
| **[[movedex:165|Doom Desire]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 140 | 100 | 5 |
| **[[movedex:166|Double Hit]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 35 | 90 | 10 |
| **[[movedex:167|Double Iron Bash]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 5 |
| **[[movedex:168|Double Kick]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 30 | 100 | 30 |
| **[[movedex:169|Double Shock]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:170|Double Slap]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 15 | 85 | 10 |
| **[[movedex:171|Double Team]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:172|Double-Edge]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 15 |
| **[[movedex:173|Draco Meteor]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 130 | 90 | 5 |
| **[[movedex:174|Dragon Ascent]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:175|Dragon Breath]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 100 | 20 |
| **[[movedex:176|Dragon Cheer]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:177|Dragon Claw]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:178|Dragon Dance]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:179|Dragon Darts]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 10 |
| **[[movedex:180|Dragon Energy]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 100 | 5 |
| **[[movedex:181|Dragon Hammer]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:182|Dragon Pulse]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 85 | 100 | 10 |
| **[[movedex:183|Dragon Rage]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:184|Dragon Rush]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 75 | 10 |
| **[[movedex:185|Dragon Tail]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 90 | 10 |
| **[[movedex:186|Drain Punch]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 10 |
| **[[movedex:187|Draining Kiss]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 50 | 100 | 10 |
| **[[movedex:188|Dream Eater]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 15 |
| **[[movedex:189|Drill Peck]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 20 |
| **[[movedex:190|Drill Run]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 95 | 10 |
| **[[movedex:191|Drum Beating]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:192|Dual Chop]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 90 | 15 |
| **[[movedex:193|Dual Wingbeat]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 90 | 10 |
| **[[movedex:194|Dynamax Cannon]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:195|Dynamic Punch]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 50 | 5 |
| **[[movedex:196|Earth Power]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:197|Earthquake]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 10 |
| **[[movedex:198|Echoed Voice]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 15 |
| **[[movedex:199|Eerie Impulse]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:200|Eerie Spell]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 5 |
| **[[movedex:201|Egg Bomb]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 75 | 10 |
| **[[movedex:202|Electric Terrain]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:203|Electrify]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:204|Electro Ball]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:205|Electro Drift]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:206|Electro Shot]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 130 | 100 | 10 |
| **[[movedex:207|Electroweb]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 55 | 95 | 15 |
| **[[movedex:208|Embargo]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:209|Ember]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 25 |
| **[[movedex:210|Encore]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 5 |
| **[[movedex:211|Endeavor]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 5 |
| **[[movedex:212|Endure]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:213|Energy Ball]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:214|Entrainment]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:215|Eruption]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 100 | 5 |
| **[[movedex:216|Esper Wing]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:217|Eternabeam]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 160 | 90 | 5 |
| **[[movedex:218|Expanding Force]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:219|Explosion]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 250 | 100 | 5 |
| **[[movedex:220|Extrasensory]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 20 |
| **[[movedex:221|Extreme Speed]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 5 |
| **[[movedex:222|Facade]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 20 |
| **[[movedex:223|Fairy Lock]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:224|Fairy Wind]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 30 |
| **[[movedex:225|Fake Out]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 10 |
| **[[movedex:226|Fake Tears]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:227|False Surrender]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | — | 10 |
| **[[movedex:228|False Swipe]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 40 |
| **[[movedex:229|Feather Dance]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:230|Feint]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 30 | 100 | 10 |
| **[[movedex:231|Feint Attack]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | — | 20 |
| **[[movedex:232|Fell Stinger]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 25 |
| **[[movedex:233|Fickle Beam]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 5 |
| **[[movedex:234|Fiery Dance]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:235|Fiery Wrath]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:236|Fillet Away]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:237|Final Gambit]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 5 |
| **[[movedex:238|Fire Blast]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 110 | 85 | 5 |
| **[[movedex:239|Fire Fang]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 65 | 95 | 15 |
| **[[movedex:240|Fire Lash]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:241|Fire Pledge]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:242|Fire Punch]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 100 | 15 |
| **[[movedex:243|Fire Spin]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 35 | 85 | 15 |
| **[[movedex:244|First Impression]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:245|Fishious Rend]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 85 | 100 | 10 |
| **[[movedex:246|Fissure]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 30 | 5 |
| **[[movedex:247|Flail]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:248|Flame Burst]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 70 | 100 | 15 |
| **[[movedex:249|Flame Charge]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 20 |
| **[[movedex:250|Flame Wheel]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 25 |
| **[[movedex:251|Flamethrower]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:252|Flare Blitz]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 15 |
| **[[movedex:253|Flash]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:254|Flash Cannon]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:255|Flatter]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:256|Fleur Cannon]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 130 | 90 | 5 |
| **[[movedex:257|Fling]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:258|Flip Turn]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 20 |
| **[[movedex:259|Floaty Fall]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 95 | 15 |
| **[[movedex:260|Floral Healing]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:261|Flower Shield]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:262|Flower Trick]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | — | 10 |
| **[[movedex:263|Fly]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 95 | 15 |
| **[[movedex:264|Flying Press]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 95 | 10 |
| **[[movedex:265|Focus Blast]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 70 | 5 |
| **[[movedex:266|Focus Energy]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:267|Focus Punch]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 150 | 100 | 20 |
| **[[movedex:268|Follow Me]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:269|Force Palm]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 10 |
| **[[movedex:270|Foresight]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 40 |
| **[[movedex:271|Forest’s Curse]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:272|Foul Play]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 95 | 100 | 15 |
| **[[movedex:273|Freeze Shock]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 140 | 90 | 5 |
| **[[movedex:274|Freeze-Dry]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 70 | 100 | 20 |
| **[[movedex:275|Freezing Glare]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:276|Freezy Frost]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 90 | 10 |
| **[[movedex:277|Frenzy Plant]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 90 | 5 |
| **[[movedex:278|Frost Breath]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 90 | 10 |
| **[[movedex:279|Frustration]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:280|Fury Attack]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 15 | 85 | 20 |
| **[[movedex:281|Fury Cutter]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 95 | 20 |
| **[[movedex:282|Fury Swipes]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 18 | 80 | 15 |
| **[[movedex:283|Fusion Bolt]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:284|Fusion Flare]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:285|Future Sight]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:286|Gastro Acid]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:287|Gear Grind]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 85 | 15 |
| **[[movedex:288|Gear Up]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:289|Geomancy]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:290|Giga Drain]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 75 | 100 | 10 |
| **[[movedex:291|Giga Impact]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 150 | 90 | 5 |
| **[[movedex:292|Gigaton Hammer]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 160 | 100 | 5 |
| **[[movedex:293|Glacial Lance]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:294|Glaciate]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 95 | 10 |
| **[[movedex:295|Glaive Rush]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:296|Glare]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 30 |
| **[[movedex:297|Glitzy Glow]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 95 | 15 |
| **[[movedex:298|Grass Knot]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:299|Grass Pledge]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:300|Grass Whistle]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 55 | 15 |
| **[[movedex:301|Grassy Glide]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 55 | 100 | 20 |
| **[[movedex:302|Grassy Terrain]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:303|Grav Apple]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:304|Gravity]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:305|Growl]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 40 |
| **[[movedex:306|Growth]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:307|Grudge]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:308|Guard Split]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:309|Guard Swap]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:310|Guillotine]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 30 | 5 |
| **[[movedex:311|Gunk Shot]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 80 | 5 |
| **[[movedex:312|Gust]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 35 |
| **[[movedex:313|Gyro Ball]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 5 |
| **[[movedex:314|Hail]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:315|Hammer Arm]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 90 | 10 |
| **[[movedex:316|Happy Hour]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:317|Hard Press]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:318|Harden]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:319|Haze]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:320|Head Charge]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 15 |
| **[[movedex:321|Head Smash]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 150 | 80 | 5 |
| **[[movedex:322|Headbutt]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 15 |
| **[[movedex:323|Headlong Rush]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:324|Heal Bell]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:325|Heal Block]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:326|Heal Order]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:327|Heal Pulse]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:328|Healing Wish]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:329|Heart Stamp]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 25 |
| **[[movedex:330|Heart Swap]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
